label,f_0,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,f_21,f_22,f_23,f_24,f_25,f_26,f_27,f_28,f_29,f_30,f_31,f_32,f_33,f_34,f_35,f_36,f_37,f_38,f_39,f_40,f_41
2,0.000000,0.000000,0.345968,-0.474157,0.382504,-0.907287,0.220742,-1.316924,-0.000111,-1.381635,0.291820,-0.993956,0.390581,-1.336455,0.443214,-1.544855,0.449364,-1.708870,0.077469,-0.996995,0.038489,-1.402541,0.017875,-1.690547,-0.032097,-1.957700,-0.108338,-0.916531,-0.115378,-1.339559,0.036605,-1.067444,0.080432,-0.799382,-0.273466,-0.810294,-0.200065,-1.108521,-0.052703,-0.956230,0.016800,-0.746453
2,0.000000,0.000000,0.342766,-0.475236,0.380273,-0.912842,0.212213,-1.317814,-0.015718,-1.361318,0.294993,-0.994380,0.389429,-1.343023,0.440882,-1.547990,0.448131,-1.708663,0.078192,-0.996938,0.039084,-1.397084,0.019286,-1.684992,-0.028338,-1.956827,-0.109457,-0.914525,-0.117573,-1.328949,0.029926,-1.073948,0.074624,-0.813071,-0.274312,-0.807931,-0.202861,-1.097447,-0.054857,-0.955186,0.021825,-0.750416
2,0.000000,0.000000,0.349977,-0.483232,0.384068,-0.923788,0.211377,-1.332270,-0.022424,-1.377646,0.290517,-0.994891,0.380990,-1.353336,0.433385,-1.562675,0.442274,-1.727592,0.070779,-0.997492,0.032543,-1.404515,0.014702,-1.702405,-0.031906,-1.980950,-0.120216,-0.917261,-0.128880,-1.345221,0.022519,-1.093980,0.070692,-0.831701,-0.286716,-0.812818,-0.211316,-1.108089,-0.059131,-0.963101,0.019864,-0.751268
2,0.000000,0.000000,0.340273,-0.467504,0.383031,-0.913064,0.223462,-1.323726,0.003782,-1.398167,0.284877,-0.992347,0.383307,-1.348743,0.437313,-1.560146,0.445630,-1.725994,0.069957,-0.997550,0.025094,-1.412464,0.006324,-1.708174,-0.041214,-1.975375,-0.116266,-0.918641,-0.125708,-1.342793,0.027231,-1.088756,0.075383,-0.824698,-0.282604,-0.813084,-0.211765,-1.117618,-0.064999,-0.973216,0.007764,-0.760076
2,0.000000,0.000000,0.348227,-0.473242,0.385234,-0.915715,0.215993,-1.323604,-0.007042,-1.377645,0.286880,-0.992577,0.382051,-1.355369,0.436792,-1.565517,0.448986,-1.732291,0.069705,-0.997568,0.025084,-1.412084,0.006027,-1.713654,-0.042808,-1.993093,-0.120132,-0.917469,-0.125801,-1.333961,0.024667,-1.073437,0.068040,-0.810786,-0.288861,-0.812049,-0.216437,-1.110989,-0.066534,-0.964640,0.006995,-0.755014
2,0.000000,0.000000,0.351819,-0.479207,0.388755,-0.920341,0.219985,-1.329631,-0.005623,-1.389567,0.293712,-0.991598,0.391104,-1.345209,0.445083,-1.560040,0.455648,-1.730268,0.075327,-0.997159,0.029476,-1.412008,0.009269,-1.713722,-0.039711,-1.989838,-0.115237,-0.918666,-0.124813,-1.342495,0.028133,-1.085333,0.074172,-0.821222,-0.284999,-0.813658,-0.213111,-1.116405,-0.063423,-0.969934,0.010418,-0.757192
2,0.000000,0.000000,0.344611,-0.475737,0.385872,-0.915268,0.222343,-1.322636,-0.005342,-1.383787,0.290978,-0.992989,0.389447,-1.349498,0.442965,-1.561697,0.452705,-1.730457,0.075089,-0.997177,0.034268,-1.407563,0.015719,-1.706710,-0.032167,-1.978945,-0.112412,-0.919362,-0.117966,-1.340361,0.033793,-1.081603,0.080118,-0.813226,-0.279958,-0.817291,-0.208736,-1.117925,-0.062572,-0.972218,0.009549,-0.757222
2,0.000000,0.000000,0.347175,-0.486259,0.387636,-0.928935,0.218374,-1.336226,-0.011036,-1.383011,0.296071,-0.993325,0.391261,-1.357448,0.443113,-1.570298,0.451659,-1.738129,0.076321,-0.997083,0.037526,-1.406962,0.021729,-1.708597,-0.023653,-1.984204,-0.112651,-0.918683,-0.117528,-1.344206,0.033753,-1.090613,0.079223,-0.822071,-0.281147,-0.816970,-0.205146,-1.117712,-0.058074,-0.972409,0.015609,-0.755071
2,0.000000,0.000000,0.344678,-0.478244,0.387071,-0.922073,0.221572,-1.330397,-0.005479,-1.381905,0.293753,-0.992748,0.391191,-1.357232,0.443555,-1.568349,0.451911,-1.734272,0.075741,-0.997128,0.036573,-1.407445,0.020840,-1.704832,-0.023796,-1.974919,-0.111761,-0.918375,-0.114613,-1.341788,0.034485,-1.092092,0.079151,-0.826060,-0.279275,-0.815201,-0.202375,-1.117064,-0.057408,-0.971116,0.014352,-0.752579
2,0.000000,0.000000,0.346289,-0.474656,0.392808,-0.921630,0.228763,-1.328854,0.004935,-1.389121,0.290796,-0.992592,0.386918,-1.357439,0.442321,-1.570610,0.456656,-1.739700,0.074968,-0.997186,0.031668,-1.416701,0.016554,-1.716161,-0.023339,-1.978914,-0.114596,-0.920881,-0.118005,-1.359217,0.027473,-1.128273,0.074570,-0.868276,-0.283916,-0.820614,-0.202822,-1.119984,-0.057658,-0.974497,0.017700,-0.753749
2,0.000000,0.000000,0.348251,-0.474935,0.397581,-0.930604,0.232191,-1.339687,0.009789,-1.404340,0.289722,-0.992154,0.385000,-1.353766,0.441860,-1.570246,0.458285,-1.741099,0.073153,-0.997321,0.029695,-1.421962,0.015165,-1.729167,-0.024565,-1.993215,-0.118090,-0.923573,-0.124130,-1.370685,0.023435,-1.157322,0.075265,-0.903874,-0.289088,-0.825605,-0.205367,-1.126821,-0.058362,-0.985411,0.021800,-0.764455
2,0.000000,0.000000,0.346741,-0.469814,0.387991,-0.915705,0.226455,-1.323586,0.004000,-1.391793,0.282720,-0.994858,0.378198,-1.345677,0.430861,-1.558882,0.441002,-1.730492,0.067948,-0.997689,0.027221,-1.407890,0.009881,-1.702700,-0.036264,-1.967495,-0.119421,-0.918797,-0.122491,-1.348969,0.029960,-1.093132,0.075201,-0.825393,-0.285241,-0.812564,-0.206114,-1.116597,-0.059780,-0.962447,0.008220,-0.741287
2,0.000000,0.000000,0.354371,-0.474590,0.403085,-0.926941,0.233990,-1.336711,0.008835,-1.387789,0.292914,-0.991172,0.386262,-1.356234,0.441640,-1.572901,0.456692,-1.743692,0.075190,-0.997169,0.033392,-1.420472,0.017839,-1.727965,-0.024238,-1.996670,-0.116342,-0.923038,-0.118939,-1.362956,0.025451,-1.140245,0.071629,-0.884326,-0.286786,-0.824175,-0.199823,-1.123524,-0.054024,-0.981105,0.022289,-0.761157
2,0.000000,0.000000,0.358115,-0.473799,0.405402,-0.921801,0.237769,-1.333885,0.015260,-1.396344,0.298438,-0.989743,0.392391,-1.350718,0.446342,-1.566497,0.458013,-1.735882,0.080748,-0.996735,0.041293,-1.415021,0.022140,-1.721705,-0.025313,-1.991601,-0.110462,-0.922808,-0.113785,-1.352833,0.031317,-1.106743,0.076303,-0.840956,-0.281491,-0.824274,-0.199771,-1.124632,-0.056681,-0.975687,0.015272,-0.754738
2,0.000000,0.000000,0.353709,-0.469378,0.403431,-0.917422,0.238867,-1.325798,0.013475,-1.384730,0.297610,-0.990551,0.392625,-1.345854,0.446260,-1.556969,0.458185,-1.724200,0.080927,-0.996720,0.040449,-1.409707,0.022512,-1.713450,-0.023829,-1.979329,-0.109725,-0.921134,-0.114918,-1.349577,0.029698,-1.110611,0.075180,-0.846682,-0.278577,-0.820651,-0.196784,-1.112779,-0.051617,-0.963843,0.023144,-0.743546
2,0.000000,0.000000,0.349286,-0.462593,0.402208,-0.921516,0.237991,-1.334689,0.013516,-1.401169,0.291902,-0.990373,0.384870,-1.351418,0.437463,-1.563714,0.447375,-1.729328,0.074485,-0.997222,0.032149,-1.416450,0.014799,-1.721232,-0.029454,-1.986660,-0.116726,-0.924583,-0.119352,-1.359508,0.027038,-1.128231,0.075687,-0.865075,-0.287209,-0.827842,-0.202109,-1.122920,-0.054208,-0.977606,0.023844,-0.756714
2,0.000000,0.000000,0.353779,-0.464000,0.407016,-0.924054,0.238747,-1.336108,0.017125,-1.399069,0.297837,-0.989877,0.389589,-1.357947,0.440982,-1.574148,0.450474,-1.742241,0.078359,-0.996925,0.037858,-1.420621,0.019957,-1.728856,-0.024964,-1.993667,-0.114315,-0.925450,-0.117342,-1.362676,0.029663,-1.138813,0.080479,-0.878117,-0.286867,-0.830956,-0.200417,-1.127473,-0.054610,-0.982729,0.022839,-0.759118
2,0.000000,0.000000,0.349048,-0.473229,0.397633,-0.926011,0.228129,-1.335198,0.002629,-1.404269,0.287069,-0.994458,0.379264,-1.355589,0.432531,-1.566515,0.442729,-1.728400,0.070371,-0.997521,0.026410,-1.414128,0.011798,-1.718076,-0.029779,-1.981898,-0.119299,-0.922311,-0.123795,-1.349640,0.025046,-1.121643,0.074746,-0.861369,-0.291403,-0.823275,-0.213597,-1.120006,-0.069229,-0.975809,0.006609,-0.753938
2,0.000000,0.000000,0.351441,-0.466633,0.404677,-0.929571,0.235814,-1.341689,0.013077,-1.410952,0.284513,-0.992448,0.371866,-1.358452,0.425065,-1.577238,0.435631,-1.741979,0.066830,-0.997764,0.019615,-1.422724,0.005779,-1.736613,-0.033073,-1.997436,-0.125484,-0.927248,-0.127621,-1.360682,0.023155,-1.155546,0.078290,-0.902594,-0.299056,-0.833002,-0.211592,-1.128372,-0.063515,-0.990386,0.018166,-0.767715
2,0.000000,0.000000,0.359345,-0.476182,0.407402,-0.929534,0.241652,-1.343840,0.023171,-1.412114,0.300692,-0.991495,0.389318,-1.355887,0.442083,-1.573715,0.450807,-1.739847,0.081559,-0.996668,0.041022,-1.415772,0.024912,-1.721567,-0.018953,-1.988274,-0.110115,-0.924464,-0.112523,-1.352038,0.037174,-1.110625,0.086431,-0.843199,-0.281797,-0.829687,-0.199233,-1.128354,-0.053252,-0.984463,0.022511,-0.764318
2,0.000000,0.000000,0.360478,-0.480838,0.409767,-0.929854,0.239788,-1.341256,0.011061,-1.396964,0.308292,-0.994887,0.399211,-1.354843,0.450095,-1.566156,0.456343,-1.727823,0.085331,-0.996353,0.045269,-1.406467,0.030363,-1.710521,-0.013605,-1.978779,-0.105896,-0.920487,-0.111923,-1.341704,0.040629,-1.103104,0.091968,-0.836088,-0.275760,-0.821768,-0.198578,-1.115491,-0.050658,-0.974656,0.028787,-0.755935
2,0.000000,0.000000,0.345569,-0.466676,0.397320,-0.923446,0.229379,-1.332890,0.002639,-1.394889,0.295397,-0.993971,0.388004,-1.348044,0.440366,-1.556915,0.449562,-1.717176,0.076949,-0.997035,0.035123,-1.408836,0.019867,-1.710341,-0.022068,-1.971959,-0.115676,-0.919471,-0.121664,-1.341493,0.019583,-1.115137,0.064219,-0.852589,-0.287891,-0.817903,-0.207620,-1.103495,-0.057977,-0.964464,0.024212,-0.749459
2,0.000000,0.000000,0.335132,-0.456029,0.379853,-0.911127,0.216768,-1.314888,-0.006191,-1.390862,0.278027,-0.995384,0.371624,-1.345925,0.421952,-1.561425,0.429864,-1.731085,0.062457,-0.998048,0.022744,-1.408618,0.004927,-1.710609,-0.040171,-1.973317,-0.126363,-0.919388,-0.135142,-1.338076,0.013332,-1.103775,0.064305,-0.840422,-0.291714,-0.815565,-0.220685,-1.107323,-0.069852,-0.968237,0.010510,-0.755512
2,0.000000,0.000000,0.346331,-0.467570,0.392779,-0.918097,0.229640,-1.322527,0.009892,-1.382330,0.290118,-0.991234,0.384655,-1.345009,0.435416,-1.566158,0.444214,-1.739058,0.075211,-0.997168,0.036501,-1.414781,0.018729,-1.717693,-0.025902,-1.979785,-0.113391,-0.923071,-0.121689,-1.345839,0.026320,-1.114700,0.076762,-0.856312,-0.278719,-0.825447,-0.202173,-1.120535,-0.053780,-0.984265,0.025422,-0.773449
2,0.000000,0.000000,0.351293,-0.468218,0.395838,-0.918028,0.229477,-1.326571,0.004717,-1.391368,0.291052,-0.993388,0.385898,-1.356391,0.437177,-1.575678,0.447007,-1.747517,0.073660,-0.997283,0.034176,-1.415338,0.016209,-1.724608,-0.028800,-1.994680,-0.115957,-0.921793,-0.119727,-1.343572,0.029932,-1.108859,0.078724,-0.849524,-0.280723,-0.823884,-0.204463,-1.117995,-0.054739,-0.978052,0.023155,-0.765007
2,0.000000,0.000000,0.346514,-0.460008,0.388085,-0.909283,0.217314,-1.314513,-0.009201,-1.364672,0.298521,-0.994165,0.394019,-1.350012,0.442142,-1.563924,0.449028,-1.732434,0.080755,-0.996734,0.042785,-1.406109,0.022391,-1.705401,-0.027320,-1.974464,-0.108897,-0.915042,-0.117397,-1.322019,0.029756,-1.074554,0.074607,-0.812249,-0.274375,-0.808525,-0.204864,-1.098225,-0.055540,-0.957524,0.020793,-0.749625
2,0.000000,0.000000,0.341059,-0.450676,0.383650,-0.908631,0.210851,-1.309749,-0.013529,-1.355626,0.290393,-0.995119,0.386268,-1.355299,0.436454,-1.568611,0.446214,-1.733510,0.072428,-0.997374,0.030826,-1.410052,0.012931,-1.713583,-0.034456,-1.983276,-0.117904,-0.914566,-0.125794,-1.318523,0.019789,-1.078278,0.062393,-0.813857,-0.284569,-0.805743,-0.217370,-1.093732,-0.065169,-0.957577,0.012759,-0.750523
2,0.000000,0.000000,0.334075,-0.449393,0.377751,-0.903496,0.213451,-1.307935,-0.007747,-1.367790,0.285292,-0.993398,0.383431,-1.353675,0.433894,-1.570861,0.443195,-1.742177,0.071689,-0.997427,0.028874,-1.409902,0.007166,-1.718369,-0.043442,-1.995420,-0.116141,-0.917185,-0.129337,-1.321666,0.018610,-1.073432,0.065509,-0.810449,-0.280716,-0.812338,-0.221034,-1.102279,-0.070387,-0.963216,0.008008,-0.756662
2,0.000000,0.000000,0.329405,-0.446635,0.372572,-0.896508,0.206831,-1.295058,-0.009559,-1.355760,0.283687,-0.994777,0.380028,-1.356747,0.429457,-1.568997,0.437492,-1.738297,0.070498,-0.997512,0.030784,-1.408120,0.008965,-1.709565,-0.041598,-1.984621,-0.116131,-0.914829,-0.128335,-1.321702,0.019581,-1.072415,0.067199,-0.810152,-0.280301,-0.808743,-0.217889,-1.095556,-0.068590,-0.954858,0.008817,-0.749648
2,0.000000,0.000000,0.341065,-0.454409,0.384004,-0.903661,0.223509,-1.306168,0.012158,-1.374638,0.282695,-0.990748,0.378897,-1.360901,0.433775,-1.580575,0.448584,-1.755758,0.068812,-0.997630,0.027289,-1.418760,0.007680,-1.733391,-0.040776,-2.007692,-0.122234,-0.921041,-0.128048,-1.339167,0.020096,-1.096793,0.066416,-0.829659,-0.289282,-0.822360,-0.217879,-1.109365,-0.065085,-0.966803,0.011699,-0.753509
2,0.000000,0.000000,0.339790,-0.452217,0.379603,-0.900045,0.211646,-1.302907,-0.004978,-1.374351,0.294217,-0.992150,0.388890,-1.355476,0.439310,-1.574843,0.449321,-1.750401,0.077498,-0.996993,0.039735,-1.410955,0.017130,-1.716458,-0.034519,-1.987480,-0.113310,-0.917805,-0.121685,-1.333275,0.024196,-1.081811,0.067764,-0.815839,-0.281312,-0.815689,-0.212177,-1.104521,-0.062782,-0.957420,0.010895,-0.746129
2,0.000000,0.000000,0.342568,-0.444970,0.385639,-0.897456,0.220559,-1.306458,0.002602,-1.371659,0.299974,-0.990147,0.396167,-1.349165,0.445454,-1.567888,0.451649,-1.739862,0.082375,-0.996601,0.043699,-1.409049,0.020786,-1.713431,-0.032631,-1.985361,-0.109649,-0.917090,-0.115754,-1.328475,0.031673,-1.076777,0.074203,-0.804582,-0.277592,-0.810190,-0.205707,-1.097353,-0.052235,-0.952273,0.023074,-0.738505
2,0.000000,0.000000,0.343058,-0.447204,0.382960,-0.894368,0.220963,-1.299559,0.004009,-1.362309,0.297594,-0.990873,0.394232,-1.346926,0.442898,-1.567450,0.448525,-1.742420,0.080544,-0.996751,0.042491,-1.405397,0.017790,-1.708239,-0.036719,-1.978525,-0.110719,-0.916398,-0.116374,-1.325222,0.030911,-1.069405,0.072946,-0.799188,-0.275592,-0.809667,-0.205219,-1.096264,-0.051206,-0.951665,0.023580,-0.742306
2,0.000000,0.000000,0.347091,-0.449492,0.389114,-0.900364,0.216201,-1.304435,-0.001712,-1.359883,0.300615,-0.992166,0.395823,-1.359111,0.443762,-1.578096,0.449796,-1.747787,0.079340,-0.996848,0.040959,-1.411080,0.021951,-1.717114,-0.028086,-1.983561,-0.114899,-0.915607,-0.116600,-1.319777,0.034762,-1.082593,0.082801,-0.811576,-0.287522,-0.809593,-0.211259,-1.088863,-0.056045,-0.949886,0.025046,-0.736298
2,0.000000,0.000000,0.357212,-0.476025,0.398397,-0.917778,0.226723,-1.326911,-0.005047,-1.369300,0.304688,-0.986627,0.405608,-1.328227,0.461278,-1.541230,0.470450,-1.703893,0.087387,-0.996174,0.048299,-1.400832,0.030642,-1.699964,-0.018197,-1.972908,-0.102822,-0.921654,-0.110387,-1.332982,0.044996,-1.078150,0.091397,-0.815120,-0.270508,-0.821827,-0.188271,-1.111934,-0.039337,-0.964995,0.034038,-0.754093
2,0.000000,0.000000,0.348968,-0.491301,0.384536,-0.918184,0.225302,-1.324689,0.002666,-1.366412,0.300300,-0.990976,0.412992,-1.338276,0.472187,-1.546124,0.483173,-1.708283,0.085165,-0.996367,0.045914,-1.409725,0.031228,-1.695533,-0.015457,-1.955965,-0.100005,-0.917025,-0.099067,-1.328374,0.057623,-1.074691,0.099966,-0.810831,-0.269432,-0.812430,-0.191571,-1.114896,-0.045845,-0.981186,0.022183,-0.776943
2,0.000000,0.000000,0.350979,-0.485779,0.388372,-0.916766,0.227251,-1.325091,0.003722,-1.375007,0.297785,-0.989051,0.406523,-1.328303,0.468772,-1.529626,0.481941,-1.682892,0.082947,-0.996554,0.042661,-1.404194,0.030367,-1.689161,-0.012438,-1.950138,-0.103665,-0.919467,-0.103227,-1.329481,0.052307,-1.087275,0.097329,-0.830529,-0.275014,-0.817195,-0.194625,-1.107645,-0.051832,-0.971374,0.017060,-0.767154
2,0.000000,0.000000,0.358032,-0.491158,0.395356,-0.920750,0.237602,-1.331976,0.015713,-1.392202,0.303686,-0.990671,0.413484,-1.323138,0.474169,-1.525736,0.485241,-1.683803,0.089745,-0.995965,0.050289,-1.401704,0.036366,-1.682668,-0.007402,-1.938268,-0.096393,-0.917921,-0.096714,-1.328905,0.062499,-1.079405,0.109470,-0.819878,-0.266519,-0.813955,-0.187628,-1.106514,-0.046511,-0.964340,0.019674,-0.757378
2,0.000000,0.000000,0.356507,-0.500000,0.391119,-0.923301,0.238644,-1.332816,0.023391,-1.395179,0.290540,-0.991231,0.398150,-1.324444,0.461102,-1.526837,0.474136,-1.682240,0.079758,-0.996814,0.039967,-1.403110,0.025345,-1.685757,-0.017633,-1.941477,-0.106114,-0.920405,-0.106137,-1.335798,0.052093,-1.094916,0.100126,-0.839529,-0.278341,-0.819089,-0.201255,-1.112852,-0.062492,-0.974513,0.003470,-0.769468
2,0.000000,0.000000,0.365468,-0.502686,0.404553,-0.931189,0.250978,-1.344629,0.034410,-1.399306,0.307434,-0.989332,0.412302,-1.318997,0.471608,-1.529719,0.481786,-1.695051,0.092018,-0.995757,0.053262,-1.399599,0.038352,-1.681180,-0.006298,-1.936444,-0.095991,-0.924091,-0.099638,-1.346703,0.059575,-1.102232,0.106950,-0.844280,-0.267589,-0.829144,-0.187960,-1.128757,-0.048199,-0.994565,0.016763,-0.792422
2,0.000000,0.000000,0.352906,-0.502643,0.391908,-0.928501,0.241215,-1.335706,0.021295,-1.384960,0.309072,-0.990172,0.420443,-1.325234,0.478192,-1.538233,0.484977,-1.708110,0.094107,-0.995562,0.063792,-1.392506,0.040856,-1.682106,-0.014219,-1.953494,-0.092481,-0.925358,-0.092337,-1.344174,0.063853,-1.074142,0.109212,-0.801296,-0.260297,-0.835506,-0.187510,-1.136821,-0.040790,-0.999122,0.030884,-0.795572
2,0.000000,0.000000,0.355021,-0.488479,0.392270,-0.910421,0.252240,-1.317186,0.044606,-1.382795,0.313764,-0.984636,0.422626,-1.317436,0.479454,-1.532636,0.484564,-1.704264,0.101085,-0.994878,0.071638,-1.396235,0.046427,-1.687842,-0.009670,-1.961125,-0.083545,-0.926401,-0.088294,-1.345674,0.060959,-1.068970,0.104579,-0.802359,-0.246455,-0.834847,-0.177929,-1.132877,-0.034064,-0.988883,0.035150,-0.789985
2,0.000000,0.000000,0.355082,-0.477046,0.401251,-0.911843,0.249297,-1.323749,0.028478,-1.380896,0.323543,-0.987562,0.423400,-1.320328,0.475880,-1.529927,0.477629,-1.690535,0.105108,-0.994461,0.072592,-1.385715,0.050888,-1.666460,0.001526,-1.933125,-0.082597,-0.923638,-0.090532,-1.337801,0.060091,-1.075135,0.108456,-0.808565,-0.248645,-0.831287,-0.182797,-1.122782,-0.034104,-0.986366,0.045705,-0.787311
2,0.000000,0.000000,0.357076,-0.485629,0.401138,-0.918418,0.246906,-1.326549,0.024021,-1.383764,0.311620,-0.989983,0.418697,-1.323691,0.478129,-1.532030,0.489385,-1.689945,0.095180,-0.995460,0.055702,-1.397170,0.036034,-1.687252,-0.008173,-1.943140,-0.093883,-0.921275,-0.099198,-1.333399,0.051286,-1.100164,0.100550,-0.837712,-0.263419,-0.825366,-0.193914,-1.108773,-0.048924,-0.979565,0.030203,-0.778314
2,0.000000,0.000000,0.358315,-0.487343,0.403703,-0.931561,0.247902,-1.346995,0.019021,-1.404827,0.303273,-0.988972,0.411213,-1.327792,0.471240,-1.537838,0.479611,-1.693262,0.085880,-0.996305,0.049895,-1.410000,0.032922,-1.710647,-0.012453,-1.977757,-0.106912,-0.924164,-0.110164,-1.343521,0.041524,-1.104396,0.090345,-0.840977,-0.280164,-0.830060,-0.205791,-1.125998,-0.054031,-0.998832,0.029373,-0.798136
2,0.000000,0.000000,0.359432,-0.494979,0.402735,-0.931056,0.244666,-1.344774,0.019885,-1.408249,0.321356,-0.990937,0.425942,-1.324530,0.484090,-1.535292,0.492674,-1.694522,0.103173,-0.994663,0.062097,-1.401647,0.040846,-1.697400,-0.006687,-1.964190,-0.086764,-0.920935,-0.099217,-1.332599,0.056686,-1.088327,0.109989,-0.825309,-0.259721,-0.826816,-0.195358,-1.121189,-0.050411,-0.994007,0.028606,-0.793704
2,0.000000,0.000000,0.368283,-0.479773,0.410630,-0.913307,0.257768,-1.327839,0.042277,-1.399723,0.328203,-0.983315,0.435250,-1.326881,0.494247,-1.543512,0.505513,-1.711266,0.107915,-0.994160,0.074409,-1.408148,0.051277,-1.707370,0.002017,-1.971754,-0.087399,-0.925590,-0.090710,-1.353815,0.054183,-1.102643,0.099599,-0.830471,-0.262184,-0.837414,-0.187571,-1.124182,-0.041974,-0.984751,0.033431,-0.776516
2,0.000000,0.000000,0.359697,-0.471586,0.402933,-0.910931,0.249756,-1.328877,0.032109,-1.402074,0.313537,-0.985378,0.418322,-1.329493,0.476364,-1.544413,0.486402,-1.709417,0.094740,-0.995502,0.060737,-1.405932,0.041239,-1.702631,-0.004045,-1.964934,-0.100105,-0.923948,-0.103394,-1.345933,0.042695,-1.102464,0.090540,-0.833763,-0.273544,-0.830149,-0.199410,-1.116634,-0.051123,-0.979034,0.028162,-0.769947
2,0.000000,0.000000,0.360646,-0.481770,0.404847,-0.913407,0.256701,-1.327220,0.041215,-1.406843,0.321526,-0.987896,0.426056,-1.319172,0.485496,-1.531371,0.495624,-1.696142,0.104434,-0.994532,0.069540,-1.395123,0.049302,-1.685338,0.002552,-1.951696,-0.086006,-0.924519,-0.092146,-1.338072,0.057286,-1.075598,0.104479,-0.806673,-0.256501,-0.834756,-0.187415,-1.122508,-0.045933,-0.977084,0.024131,-0.768604
2,0.000000,0.000000,0.351139,-0.477336,0.389458,-0.906044,0.238623,-1.313853,0.024207,-1.378964,0.315759,-0.986601,0.424244,-1.318004,0.481919,-1.531659,0.490443,-1.698918,0.101368,-0.994849,0.072514,-1.392964,0.049872,-1.681182,-0.001928,-1.947053,-0.087134,-0.921342,-0.096597,-1.324310,0.049737,-1.058220,0.096138,-0.791176,-0.254606,-0.825543,-0.195473,-1.113397,-0.052685,-0.973750,0.021213,-0.773731
2,0.000000,0.000000,0.348964,-0.470805,0.388725,-0.908241,0.236803,-1.319594,0.015985,-1.381124,0.312633,-0.986183,0.417377,-1.320226,0.473526,-1.536242,0.483548,-1.709336,0.096643,-0.995319,0.064565,-1.395291,0.045867,-1.686200,-0.000545,-1.954080,-0.094383,-0.920503,-0.104215,-1.336190,0.043404,-1.081231,0.090206,-0.816593,-0.260079,-0.820971,-0.198366,-1.108621,-0.048799,-0.971697,0.030119,-0.772152
2,0.000000,0.000000,0.352844,-0.472214,0.387559,-0.907177,0.222860,-1.315664,0.000081,-1.366483,0.316192,-0.986575,0.420292,-1.328701,0.476559,-1.537808,0.484027,-1.697956,0.096885,-0.995296,0.071797,-1.394452,0.052262,-1.685306,0.002038,-1.958641,-0.094711,-0.919359,-0.102570,-1.317715,0.040838,-1.048121,0.083990,-0.779009,-0.263984,-0.820988,-0.201807,-1.103696,-0.055916,-0.961876,0.020208,-0.760649
2,0.000000,0.000000,0.352491,-0.490523,0.390096,-0.923205,0.225487,-1.333365,0.002316,-1.385133,0.323791,-0.988256,0.422864,-1.327292,0.477286,-1.544250,0.486178,-1.713423,0.101922,-0.994792,0.069996,-1.389555,0.049693,-1.690709,0.001866,-1.966152,-0.093160,-0.921433,-0.107041,-1.332446,0.039472,-1.083266,0.088890,-0.813884,-0.266639,-0.828573,-0.204811,-1.111362,-0.057863,-0.975603,0.023527,-0.767976
2,0.000000,0.000000,0.360149,-0.484245,0.397035,-0.918581,0.231604,-1.328068,0.005435,-1.376032,0.326055,-0.988854,0.424836,-1.332603,0.478573,-1.549096,0.487729,-1.720406,0.102564,-0.994726,0.071103,-1.392957,0.051094,-1.694868,0.001460,-1.970819,-0.094634,-0.918927,-0.100533,-1.332821,0.046352,-1.080340,0.089762,-0.808592,-0.267852,-0.821605,-0.199247,-1.104831,-0.049228,-0.965082,0.028435,-0.755927
2,0.000000,0.000000,0.350201,-0.481957,0.384841,-0.914658,0.222252,-1.324938,-0.002809,-1.379333,0.313785,-0.987929,0.414566,-1.331193,0.468768,-1.545840,0.477197,-1.715811,0.094573,-0.995518,0.063717,-1.392421,0.043716,-1.690255,-0.005880,-1.965371,-0.099270,-0.920857,-0.105928,-1.331771,0.041731,-1.072798,0.086903,-0.803546,-0.271431,-0.824352,-0.204105,-1.111629,-0.053971,-0.971714,0.024219,-0.766078
2,0.000000,0.000000,0.361073,-0.488248,0.399383,-0.918414,0.236365,-1.332025,0.010711,-1.395970,0.320563,-0.988908,0.420309,-1.331648,0.476624,-1.548620,0.485845,-1.716979,0.099284,-0.995059,0.070155,-1.400936,0.049297,-1.704448,0.000337,-1.985414,-0.097173,-0.923600,-0.107564,-1.336296,0.038838,-1.075010,0.087502,-0.808548,-0.272938,-0.832138,-0.207058,-1.115746,-0.061167,-0.972991,0.016109,-0.766794
2,0.000000,0.000000,0.347924,-0.473651,0.387897,-0.911202,0.223786,-1.323482,-0.003005,-1.381112,0.313746,-0.986921,0.413228,-1.325109,0.465184,-1.544527,0.471465,-1.716344,0.095286,-0.995450,0.064693,-1.395815,0.043310,-1.697196,-0.006623,-1.974400,-0.097427,-0.921522,-0.114066,-1.336908,0.032991,-1.076256,0.083322,-0.807873,-0.268574,-0.823065,-0.207181,-1.114068,-0.056670,-0.973758,0.026343,-0.767691
2,0.000000,0.000000,0.355626,-0.484576,0.394552,-0.917886,0.228052,-1.329128,0.000558,-1.384535,0.324615,-0.986909,0.423212,-1.328556,0.474430,-1.550000,0.480182,-1.723633,0.103037,-0.994678,0.072157,-1.397615,0.050417,-1.702238,-0.000624,-1.980748,-0.091781,-0.921646,-0.107769,-1.338597,0.039731,-1.080887,0.089153,-0.813962,-0.265038,-0.825522,-0.203180,-1.115728,-0.052972,-0.976792,0.029824,-0.771466
