label,f_0,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,f_21,f_22,f_23,f_24,f_25,f_26,f_27,f_28,f_29,f_30,f_31,f_32,f_33,f_34,f_35,f_36,f_37,f_38,f_39,f_40,f_41
0,0.000000,0.000000,0.317224,-0.141504,0.539931,-0.421631,0.681332,-0.684774,0.797545,-0.872254,0.284802,-0.935541,0.411680,-1.299635,0.479338,-1.514996,0.532242,-1.713520,0.091693,-0.995787,0.069560,-1.441108,0.057417,-1.706548,0.041262,-1.936870,-0.080788,-0.944027,-0.182529,-1.329850,-0.233213,-1.589080,-0.272165,-1.823510,-0.230371,-0.813113,-0.393337,-1.052377,-0.498722,-1.198421,-0.586984,-1.349350
0,0.000000,0.000000,0.313837,-0.143461,0.535072,-0.420054,0.676126,-0.680608,0.790586,-0.870206,0.282884,-0.936434,0.411291,-1.302435,0.479743,-1.518592,0.532844,-1.719192,0.091271,-0.995826,0.071281,-1.441630,0.060439,-1.707051,0.044388,-1.939742,-0.079425,-0.943991,-0.180268,-1.328175,-0.230528,-1.585401,-0.269705,-1.820021,-0.227245,-0.812556,-0.389490,-1.052386,-0.495787,-1.198505,-0.585522,-1.349840
0,0.000000,0.000000,0.314633,-0.141878,0.535383,-0.423048,0.676980,-0.685827,0.796012,-0.871852,0.281847,-0.935573,0.408773,-1.300928,0.476854,-1.516712,0.529496,-1.714491,0.090247,-0.995919,0.068444,-1.441630,0.056977,-1.708209,0.040529,-1.938086,-0.081525,-0.944525,-0.185551,-1.328116,-0.235186,-1.587174,-0.273337,-1.821221,-0.230681,-0.814139,-0.395617,-1.053602,-0.501676,-1.201258,-0.590458,-1.353478
0,0.000000,0.000000,0.320018,-0.142639,0.543567,-0.418812,0.684418,-0.681667,0.798707,-0.875140,0.287779,-0.936446,0.415969,-1.303405,0.485124,-1.520367,0.538891,-1.719186,0.094466,-0.995528,0.074011,-1.444046,0.063022,-1.713521,0.046744,-1.946188,-0.077854,-0.943486,-0.175651,-1.330115,-0.223165,-1.589979,-0.260477,-1.825211,-0.226485,-0.813960,-0.390156,-1.052901,-0.496346,-1.198966,-0.585025,-1.349404
0,0.000000,0.000000,0.315379,-0.141544,0.538744,-0.421193,0.681969,-0.685532,0.799137,-0.875607,0.281670,-0.936582,0.406742,-1.303419,0.474500,-1.519727,0.527167,-1.718144,0.089045,-0.996028,0.068524,-1.443520,0.058264,-1.712323,0.042773,-1.944808,-0.082727,-0.942956,-0.185204,-1.329727,-0.233387,-1.590575,-0.270372,-1.826163,-0.231510,-0.811561,-0.395251,-1.052801,-0.500668,-1.201284,-0.588996,-1.355000
0,0.000000,0.000000,0.314943,-0.142507,0.536308,-0.420167,0.678899,-0.681817,0.797582,-0.868375,0.282500,-0.935695,0.409916,-1.302689,0.477957,-1.520899,0.530060,-1.722147,0.090663,-0.995882,0.069729,-1.443207,0.059225,-1.712783,0.043008,-1.943747,-0.080554,-0.944467,-0.182059,-1.330810,-0.229048,-1.590217,-0.266140,-1.824448,-0.228811,-0.814824,-0.393252,-1.055686,-0.498720,-1.202626,-0.587468,-1.353709
0,0.000000,0.000000,0.312647,-0.140311,0.533320,-0.417660,0.675288,-0.682363,0.794691,-0.872349,0.280029,-0.933830,0.409699,-1.300966,0.477867,-1.519075,0.529959,-1.720898,0.088089,-0.996113,0.068152,-1.444102,0.057231,-1.712675,0.041135,-1.944681,-0.083005,-0.945438,-0.185507,-1.331526,-0.233633,-1.591217,-0.271122,-1.826122,-0.230935,-0.815281,-0.396244,-1.057269,-0.502970,-1.203255,-0.592456,-1.353332
0,0.000000,0.000000,0.310108,-0.143866,0.527867,-0.422558,0.669146,-0.685319,0.786741,-0.875034,0.276565,-0.935984,0.405273,-1.301455,0.474044,-1.518079,0.526864,-1.717061,0.085700,-0.996321,0.064789,-1.441785,0.053240,-1.707861,0.036429,-1.938659,-0.084204,-0.944711,-0.184275,-1.327385,-0.232511,-1.584535,-0.270773,-1.817504,-0.231687,-0.813007,-0.395157,-1.052553,-0.501228,-1.199039,-0.590490,-1.349215
0,0.000000,0.000000,0.314677,-0.143439,0.534618,-0.425633,0.676536,-0.690587,0.797134,-0.880299,0.278405,-0.935752,0.406167,-1.301840,0.473808,-1.519114,0.526808,-1.718844,0.086410,-0.996260,0.064524,-1.439832,0.053235,-1.705330,0.038113,-1.935453,-0.084787,-0.945653,-0.186222,-1.328981,-0.233688,-1.586027,-0.269948,-1.820579,-0.233172,-0.816816,-0.397949,-1.054741,-0.504863,-1.198899,-0.594155,-1.348673
0,0.000000,0.000000,0.315872,-0.145266,0.537060,-0.421454,0.679212,-0.684025,0.796315,-0.876584,0.279179,-0.936061,0.408058,-1.305060,0.477090,-1.523350,0.530602,-1.724735,0.086883,-0.996219,0.064967,-1.444129,0.054209,-1.712631,0.038099,-1.945264,-0.084131,-0.945323,-0.186736,-1.329914,-0.235382,-1.589282,-0.273638,-1.825230,-0.232145,-0.816067,-0.396625,-1.054202,-0.502966,-1.198441,-0.592803,-1.346913
0,0.000000,0.000000,0.315441,-0.144323,0.536340,-0.421607,0.678116,-0.685536,0.793873,-0.875918,0.278846,-0.937043,0.407302,-1.306665,0.475897,-1.525024,0.528940,-1.725453,0.085866,-0.996307,0.063912,-1.445089,0.052742,-1.714000,0.036506,-1.946984,-0.085931,-0.943570,-0.188740,-1.329812,-0.237096,-1.589883,-0.274622,-1.826123,-0.234910,-0.812718,-0.399609,-1.053302,-0.505916,-1.199649,-0.594953,-1.350162
0,0.000000,0.000000,0.318028,-0.144965,0.537408,-0.422195,0.677569,-0.685410,0.795775,-0.875232,0.282379,-0.937823,0.409870,-1.306951,0.477608,-1.524727,0.529731,-1.723340,0.089166,-0.996017,0.067773,-1.443948,0.056759,-1.713789,0.040742,-1.943997,-0.082564,-0.942916,-0.184677,-1.326526,-0.233433,-1.586325,-0.271140,-1.819747,-0.230161,-0.812621,-0.393298,-1.051426,-0.498692,-1.197989,-0.586465,-1.347060
0,0.000000,0.000000,0.310798,-0.143230,0.530102,-0.423811,0.671859,-0.687235,0.790333,-0.877698,0.275533,-0.936664,0.402286,-1.302815,0.469590,-1.519701,0.521581,-1.719389,0.083252,-0.996529,0.061949,-1.441024,0.050793,-1.707046,0.035272,-1.938347,-0.087353,-0.944521,-0.189419,-1.328126,-0.238977,-1.586111,-0.277015,-1.819406,-0.234612,-0.813335,-0.399327,-1.052169,-0.507336,-1.197634,-0.597579,-1.347374
0,0.000000,0.000000,0.309495,-0.144508,0.526606,-0.426723,0.667889,-0.687872,0.787734,-0.872367,0.276219,-0.936885,0.402916,-1.301074,0.470706,-1.516446,0.524598,-1.715715,0.084715,-0.996405,0.062367,-1.438916,0.051802,-1.702631,0.038993,-1.932471,-0.085078,-0.944809,-0.187138,-1.328869,-0.236422,-1.586038,-0.273445,-1.819665,-0.231404,-0.813381,-0.397783,-1.051146,-0.507306,-1.194997,-0.598175,-1.343584
0,0.000000,0.000000,0.310137,-0.142205,0.528443,-0.424492,0.670488,-0.687901,0.791600,-0.875719,0.277689,-0.936289,0.404378,-1.300333,0.472297,-1.515708,0.525864,-1.714282,0.085394,-0.996347,0.062819,-1.436714,0.052824,-1.700632,0.040281,-1.930928,-0.085683,-0.945287,-0.187970,-1.328172,-0.236919,-1.586166,-0.273403,-1.820931,-0.233803,-0.815566,-0.398725,-1.054466,-0.507739,-1.198076,-0.597986,-1.347110
0,0.000000,0.000000,0.318259,-0.140409,0.540016,-0.421645,0.683034,-0.684266,0.804724,-0.872507,0.287055,-0.935886,0.415359,-1.305404,0.484268,-1.522621,0.538410,-1.721044,0.093170,-0.995650,0.071683,-1.443294,0.062380,-1.711942,0.050061,-1.943805,-0.079182,-0.945055,-0.179844,-1.332365,-0.226812,-1.592684,-0.261539,-1.827373,-0.227960,-0.818095,-0.393473,-1.057924,-0.502162,-1.204428,-0.591363,-1.355284
0,0.000000,0.000000,0.314234,-0.141399,0.538397,-0.421280,0.684591,-0.682583,0.804081,-0.875139,0.285054,-0.936997,0.412502,-1.305503,0.480129,-1.523794,0.532333,-1.723425,0.091149,-0.995837,0.071924,-1.443204,0.061992,-1.712964,0.047752,-1.945836,-0.082832,-0.944345,-0.180722,-1.329085,-0.226642,-1.586622,-0.260869,-1.818845,-0.234027,-0.817206,-0.396821,-1.056032,-0.502781,-1.203903,-0.589919,-1.357178
0,0.000000,0.000000,0.313525,-0.141870,0.534672,-0.418701,0.680128,-0.678424,0.797363,-0.866576,0.283210,-0.936074,0.410702,-1.302832,0.478845,-1.519607,0.531992,-1.719462,0.091413,-0.995813,0.073105,-1.442968,0.064069,-1.711676,0.050344,-1.944732,-0.080798,-0.944711,-0.179034,-1.330179,-0.223112,-1.585742,-0.256052,-1.816651,-0.230737,-0.816023,-0.395302,-1.056232,-0.501405,-1.202886,-0.588831,-1.354159
0,0.000000,0.000000,0.319092,-0.143062,0.541432,-0.419131,0.684682,-0.677616,0.802351,-0.863618,0.289405,-0.936657,0.419239,-1.305402,0.487200,-1.524255,0.539471,-1.724595,0.096257,-0.995356,0.079975,-1.444480,0.071250,-1.715146,0.056887,-1.947740,-0.076482,-0.943731,-0.171749,-1.329151,-0.215509,-1.584221,-0.249040,-1.814472,-0.225855,-0.817143,-0.388620,-1.054427,-0.494422,-1.200346,-0.582006,-1.351594
0,0.000000,0.000000,0.318485,-0.143421,0.541160,-0.419092,0.685974,-0.675134,0.805047,-0.861344,0.290180,-0.937052,0.419268,-1.304172,0.487962,-1.522735,0.540498,-1.723699,0.097814,-0.995205,0.080602,-1.443436,0.071247,-1.715317,0.055839,-1.950955,-0.074945,-0.944172,-0.172370,-1.329546,-0.217144,-1.584613,-0.251674,-1.815449,-0.224968,-0.819343,-0.389000,-1.056379,-0.494389,-1.201674,-0.581930,-1.352890
0,0.000000,0.000000,0.311855,-0.144315,0.530282,-0.424909,0.673858,-0.680401,0.793565,-0.858883,0.282686,-0.937309,0.408483,-1.296899,0.476688,-1.511649,0.529850,-1.710627,0.094257,-0.995548,0.076130,-1.434783,0.066960,-1.700418,0.051748,-1.931634,-0.075680,-0.943505,-0.172736,-1.325691,-0.217272,-1.579993,-0.252702,-1.810291,-0.224276,-0.814071,-0.387637,-1.053882,-0.491499,-1.200071,-0.578790,-1.350441
0,0.000000,0.000000,0.313842,-0.143761,0.532666,-0.425482,0.677607,-0.681547,0.803027,-0.857083,0.286096,-0.936222,0.413010,-1.299943,0.481351,-1.516519,0.535201,-1.717252,0.097194,-0.995265,0.079410,-1.437960,0.070886,-1.705851,0.056694,-1.938293,-0.072126,-0.943918,-0.168231,-1.328292,-0.211964,-1.584240,-0.246593,-1.814913,-0.220066,-0.814957,-0.381055,-1.055351,-0.484363,-1.201046,-0.571366,-1.348935
0,0.000000,0.000000,0.304442,-0.144251,0.521872,-0.424399,0.667583,-0.676890,0.787128,-0.852183,0.282592,-0.935832,0.407374,-1.295457,0.474912,-1.508575,0.528083,-1.705520,0.094251,-0.995548,0.077001,-1.433350,0.068255,-1.692061,0.054784,-1.921904,-0.073966,-0.943739,-0.171630,-1.325282,-0.218009,-1.578114,-0.254130,-1.807048,-0.222262,-0.809753,-0.383916,-1.050523,-0.489304,-1.199222,-0.578054,-1.351563
0,0.000000,0.000000,0.304974,-0.144425,0.524430,-0.429881,0.670978,-0.684529,0.791495,-0.857925,0.283661,-0.936748,0.406606,-1.298481,0.473399,-1.512659,0.526859,-1.710026,0.093286,-0.995639,0.075663,-1.435658,0.066727,-1.694624,0.053911,-1.925659,-0.076850,-0.942340,-0.175516,-1.323103,-0.221538,-1.575315,-0.255951,-1.803509,-0.227630,-0.805977,-0.390452,-1.046800,-0.495679,-1.195891,-0.583383,-1.348518
0,0.000000,0.000000,0.300935,-0.147263,0.519173,-0.433277,0.665052,-0.685513,0.782210,-0.857245,0.279342,-0.937071,0.399881,-1.292543,0.467009,-1.504011,0.521883,-1.699378,0.092029,-0.995756,0.074394,-1.431007,0.065877,-1.686645,0.054143,-1.916402,-0.075117,-0.942505,-0.170640,-1.320323,-0.216287,-1.570241,-0.250895,-1.797626,-0.223360,-0.806541,-0.385541,-1.042089,-0.491548,-1.188295,-0.580229,-1.339888
0,0.000000,0.000000,0.302602,-0.144106,0.521712,-0.430478,0.668735,-0.684554,0.787474,-0.857561,0.281210,-0.935793,0.403730,-1.295211,0.470316,-1.509212,0.524185,-1.708207,0.091757,-0.995781,0.072245,-1.432305,0.063442,-1.689761,0.051555,-1.919996,-0.078001,-0.943771,-0.178784,-1.322139,-0.224424,-1.573569,-0.258500,-1.803060,-0.228774,-0.809892,-0.393832,-1.046072,-0.499863,-1.192281,-0.588510,-1.345162
0,0.000000,0.000000,0.301313,-0.145594,0.520029,-0.432128,0.665888,-0.688158,0.783863,-0.861452,0.283420,-0.934233,0.405732,-1.292758,0.470311,-1.506999,0.521861,-1.706749,0.094278,-0.995546,0.074874,-1.432117,0.064519,-1.689840,0.051251,-1.919469,-0.074926,-0.944192,-0.171078,-1.321678,-0.216516,-1.570319,-0.250843,-1.797145,-0.225229,-0.811191,-0.387646,-1.043854,-0.492099,-1.186600,-0.579262,-1.336417
0,0.000000,0.000000,0.305085,-0.145042,0.524120,-0.433935,0.670340,-0.688873,0.791267,-0.856503,0.286359,-0.933851,0.411235,-1.292163,0.477357,-1.506796,0.530299,-1.707279,0.096443,-0.995338,0.077605,-1.432862,0.067936,-1.692853,0.054667,-1.923600,-0.074206,-0.944410,-0.170247,-1.322446,-0.214546,-1.571014,-0.248272,-1.798034,-0.226053,-0.812909,-0.387446,-1.048089,-0.490706,-1.192408,-0.577374,-1.344231
0,0.000000,0.000000,0.308613,-0.145860,0.528321,-0.436154,0.672974,-0.691110,0.794780,-0.857530,0.287053,-0.933163,0.412526,-1.292901,0.478572,-1.509056,0.530872,-1.711369,0.096193,-0.995363,0.077941,-1.435100,0.068733,-1.697918,0.055292,-1.929969,-0.074607,-0.946368,-0.171618,-1.327701,-0.215923,-1.577698,-0.249851,-1.803474,-0.226137,-0.818377,-0.389936,-1.053951,-0.493717,-1.198539,-0.580638,-1.348945
0,0.000000,0.000000,0.304696,-0.144644,0.523781,-0.434037,0.668243,-0.689528,0.789264,-0.856827,0.289756,-0.934718,0.413171,-1.293566,0.478696,-1.508714,0.530883,-1.708525,0.097336,-0.995252,0.076430,-1.437684,0.066020,-1.698827,0.052886,-1.931160,-0.074093,-0.943931,-0.172166,-1.327898,-0.216403,-1.578166,-0.250431,-1.805204,-0.225040,-0.811541,-0.389925,-1.049992,-0.495686,-1.195417,-0.584495,-1.347443
0,0.000000,0.000000,0.304716,-0.148728,0.524795,-0.438137,0.670657,-0.690260,0.789333,-0.853480,0.286867,-0.935494,0.410873,-1.295755,0.476650,-1.512218,0.529158,-1.714452,0.094515,-0.995523,0.074998,-1.440697,0.063281,-1.702853,0.048231,-1.936856,-0.076306,-0.942767,-0.173902,-1.328099,-0.219516,-1.579342,-0.255032,-1.806883,-0.227100,-0.807938,-0.392160,-1.048005,-0.498224,-1.195494,-0.587715,-1.348499
0,0.000000,0.000000,0.305974,-0.146108,0.529146,-0.434468,0.676860,-0.688504,0.797753,-0.855397,0.292320,-0.933370,0.416810,-1.293318,0.481859,-1.508852,0.533635,-1.710050,0.098103,-0.995176,0.078170,-1.438054,0.065400,-1.696251,0.049774,-1.927776,-0.074608,-0.943934,-0.172205,-1.328892,-0.218166,-1.581179,-0.253939,-1.808856,-0.228130,-0.809857,-0.393024,-1.049285,-0.499664,-1.197168,-0.590194,-1.350445
0,0.000000,0.000000,0.299550,-0.147283,0.521300,-0.434517,0.671925,-0.684793,0.798204,-0.846247,0.285841,-0.934342,0.410927,-1.291322,0.476533,-1.504980,0.529043,-1.704697,0.094802,-0.995496,0.076847,-1.436368,0.065938,-1.694595,0.051697,-1.922502,-0.075313,-0.942665,-0.173523,-1.324089,-0.218668,-1.571401,-0.252919,-1.793764,-0.225666,-0.807443,-0.389039,-1.046195,-0.493462,-1.195637,-0.581635,-1.350674
0,0.000000,0.000000,0.301937,-0.149845,0.523451,-0.438613,0.671544,-0.689386,0.792677,-0.851049,0.287280,-0.936096,0.409117,-1.297192,0.472431,-1.513106,0.523556,-1.716681,0.093911,-0.995581,0.071224,-1.437945,0.059824,-1.694813,0.047244,-1.924116,-0.077927,-0.943089,-0.177057,-1.326034,-0.220521,-1.575310,-0.251868,-1.800151,-0.230403,-0.808268,-0.396915,-1.046591,-0.502714,-1.197532,-0.590249,-1.354591
0,0.000000,0.000000,0.299884,-0.147021,0.520095,-0.436990,0.666557,-0.693556,0.788861,-0.859148,0.284601,-0.935809,0.407761,-1.297233,0.472277,-1.512181,0.524372,-1.714083,0.093760,-0.995595,0.073845,-1.438752,0.062917,-1.697458,0.049733,-1.928387,-0.075848,-0.942881,-0.174420,-1.324821,-0.219222,-1.572826,-0.252576,-1.797758,-0.226220,-0.808851,-0.391599,-1.049039,-0.497897,-1.196936,-0.586937,-1.351012
0,0.000000,0.000000,0.303607,-0.147034,0.524038,-0.436084,0.669668,-0.694509,0.791473,-0.865688,0.285849,-0.936173,0.409992,-1.300297,0.474933,-1.517793,0.526675,-1.722038,0.094375,-0.995537,0.073505,-1.440644,0.062070,-1.701488,0.047871,-1.934096,-0.076268,-0.942274,-0.175481,-1.326359,-0.220860,-1.577534,-0.254757,-1.805764,-0.228181,-0.807141,-0.394253,-1.050973,-0.500306,-1.201577,-0.588614,-1.357766
0,0.000000,0.000000,0.300786,-0.146065,0.520298,-0.435945,0.665629,-0.695726,0.785526,-0.869528,0.285623,-0.936194,0.410333,-1.297118,0.476054,-1.512510,0.528683,-1.713203,0.094715,-0.995504,0.072505,-1.436364,0.060812,-1.694999,0.047515,-1.925559,-0.075757,-0.943065,-0.174878,-1.323121,-0.221151,-1.574058,-0.255281,-1.802351,-0.226484,-0.809657,-0.389396,-1.050424,-0.494315,-1.199314,-0.581623,-1.354125
0,0.000000,0.000000,0.301535,-0.144094,0.521681,-0.435302,0.668603,-0.696083,0.791089,-0.868186,0.285958,-0.934656,0.409650,-1.298331,0.474563,-1.515578,0.526342,-1.718540,0.094004,-0.995572,0.069994,-1.438998,0.057825,-1.697594,0.044076,-1.927840,-0.077632,-0.943478,-0.178826,-1.324761,-0.224663,-1.576053,-0.258312,-1.804172,-0.230492,-0.808615,-0.397622,-1.048807,-0.503894,-1.198997,-0.592157,-1.355126
0,0.000000,0.000000,0.301955,-0.147293,0.521443,-0.438464,0.667660,-0.697418,0.791737,-0.868771,0.282815,-0.935881,0.407418,-1.298711,0.472991,-1.514924,0.525894,-1.717364,0.091431,-0.995811,0.069323,-1.438634,0.058118,-1.697939,0.044845,-1.929738,-0.079509,-0.944117,-0.178391,-1.324481,-0.223065,-1.574618,-0.256661,-1.801539,-0.231074,-0.810785,-0.393681,-1.052416,-0.496529,-1.201415,-0.582698,-1.355124
0,0.000000,0.000000,0.301969,-0.147988,0.519707,-0.437062,0.665043,-0.695468,0.789113,-0.867872,0.280832,-0.937105,0.402900,-1.297653,0.468271,-1.511527,0.521771,-1.712621,0.088402,-0.996085,0.064230,-1.435554,0.052771,-1.690365,0.040960,-1.920028,-0.082666,-0.941898,-0.183815,-1.322664,-0.229768,-1.573083,-0.262960,-1.800568,-0.234360,-0.803770,-0.399944,-1.045745,-0.505780,-1.196195,-0.593278,-1.351602
0,0.000000,0.000000,0.304109,-0.148987,0.522626,-0.441509,0.667598,-0.702783,0.790260,-0.875293,0.282896,-0.936436,0.407641,-1.302099,0.472952,-1.519243,0.525636,-1.724029,0.089299,-0.996005,0.063455,-1.440876,0.050652,-1.699259,0.037410,-1.931912,-0.082492,-0.942829,-0.185425,-1.326900,-0.231967,-1.579460,-0.265303,-1.808450,-0.234095,-0.806731,-0.401567,-1.048424,-0.508218,-1.198672,-0.596032,-1.353732
0,0.000000,0.000000,0.302876,-0.151272,0.519838,-0.444973,0.662145,-0.706531,0.780241,-0.880049,0.276809,-0.937782,0.399860,-1.295600,0.465772,-1.510717,0.519194,-1.713062,0.086676,-0.996237,0.059655,-1.435213,0.048145,-1.694866,0.035497,-1.926062,-0.083194,-0.942374,-0.187137,-1.319939,-0.231939,-1.569073,-0.264752,-1.795460,-0.233202,-0.807801,-0.399922,-1.043851,-0.502222,-1.192181,-0.587329,-1.346241
0,0.000000,0.000000,0.303914,-0.149371,0.521598,-0.441047,0.663502,-0.703607,0.782139,-0.880732,0.279574,-0.937849,0.401657,-1.298152,0.465187,-1.514104,0.515483,-1.715130,0.087002,-0.996208,0.059786,-1.437100,0.046307,-1.698685,0.031681,-1.930289,-0.085052,-0.942463,-0.189307,-1.321656,-0.235881,-1.572176,-0.269664,-1.798363,-0.237101,-0.809021,-0.404311,-1.044399,-0.509213,-1.191527,-0.595504,-1.344264
0,0.000000,0.000000,0.301437,-0.150922,0.518746,-0.441022,0.661695,-0.703514,0.781355,-0.880863,0.275724,-0.939047,0.399340,-1.300814,0.463295,-1.517911,0.514028,-1.720928,0.083209,-0.996532,0.054455,-1.441141,0.040466,-1.703503,0.025727,-1.934866,-0.088126,-0.940176,-0.194246,-1.322760,-0.241870,-1.575177,-0.276514,-1.803389,-0.239191,-0.802433,-0.404962,-1.040014,-0.508398,-1.188211,-0.594028,-1.341158
0,0.000000,0.000000,0.300347,-0.149855,0.516172,-0.443748,0.658555,-0.707533,0.777752,-0.886632,0.274247,-0.939145,0.394808,-1.299047,0.457772,-1.515588,0.508404,-1.718599,0.081391,-0.996682,0.052756,-1.436878,0.038981,-1.695556,0.025187,-1.926464,-0.089691,-0.940733,-0.192264,-1.322642,-0.238779,-1.574383,-0.273048,-1.804693,-0.240538,-0.802589,-0.406087,-1.040924,-0.512604,-1.190635,-0.600669,-1.347880
0,0.000000,0.000000,0.301229,-0.148641,0.517550,-0.443579,0.659998,-0.707732,0.777800,-0.883973,0.273255,-0.939013,0.394161,-1.297973,0.457321,-1.513481,0.507920,-1.715479,0.080088,-0.996788,0.051522,-1.436208,0.037932,-1.694657,0.023906,-1.925856,-0.090998,-0.940970,-0.195165,-1.322125,-0.242063,-1.574083,-0.276638,-1.803769,-0.241809,-0.803262,-0.411424,-1.041880,-0.519379,-1.191217,-0.608624,-1.347751
0,0.000000,0.000000,0.301623,-0.149872,0.518408,-0.443009,0.660379,-0.705783,0.781726,-0.882861,0.278336,-0.939501,0.400128,-1.301311,0.462838,-1.517867,0.512065,-1.721295,0.084580,-0.996417,0.057818,-1.440808,0.044368,-1.702524,0.029316,-1.937792,-0.087440,-0.940012,-0.191185,-1.321860,-0.237836,-1.573263,-0.272637,-1.802336,-0.239184,-0.802510,-0.408144,-1.041395,-0.515107,-1.189696,-0.603980,-1.345335
0,0.000000,0.000000,0.303256,-0.147499,0.520716,-0.440327,0.661525,-0.706509,0.780379,-0.891841,0.278137,-0.938568,0.400164,-1.305596,0.462758,-1.524818,0.511508,-1.731108,0.083670,-0.996494,0.054015,-1.442137,0.039781,-1.703382,0.024640,-1.937388,-0.088667,-0.941519,-0.193888,-1.323942,-0.243383,-1.578434,-0.279709,-1.811495,-0.240146,-0.805284,-0.407395,-1.045306,-0.513939,-1.195911,-0.601528,-1.353749
0,0.000000,0.000000,0.305900,-0.153115,0.522557,-0.447643,0.662701,-0.712132,0.781952,-0.899645,0.272754,-0.944731,0.393611,-1.313034,0.457524,-1.531972,0.508421,-1.737261,0.076093,-0.997101,0.043640,-1.440600,0.028796,-1.701691,0.014097,-1.937867,-0.096552,-0.940488,-0.202353,-1.321623,-0.251030,-1.575416,-0.286453,-1.808367,-0.246650,-0.807130,-0.414429,-1.046339,-0.523614,-1.195845,-0.613335,-1.353168
0,0.000000,0.000000,0.309819,-0.151602,0.530161,-0.447588,0.673300,-0.711560,0.796332,-0.895528,0.275750,-0.942827,0.399686,-1.309420,0.464810,-1.528802,0.515358,-1.733497,0.078813,-0.996889,0.049274,-1.446299,0.035705,-1.711647,0.021278,-1.946448,-0.094359,-0.941350,-0.201327,-1.326974,-0.249569,-1.580112,-0.284996,-1.811033,-0.243148,-0.810798,-0.413764,-1.048074,-0.523609,-1.197567,-0.615032,-1.356175
0,0.000000,0.000000,0.306146,-0.153292,0.527202,-0.447902,0.674327,-0.708851,0.797737,-0.893411,0.278358,-0.942603,0.401069,-1.305370,0.465705,-1.521005,0.516960,-1.723046,0.082004,-0.996632,0.053221,-1.441946,0.039635,-1.703494,0.025325,-1.937396,-0.090451,-0.939921,-0.196512,-1.322381,-0.244388,-1.574911,-0.279480,-1.807711,-0.238872,-0.806150,-0.407125,-1.040947,-0.517330,-1.189167,-0.608973,-1.348407
0,0.000000,0.000000,0.291993,-0.154274,0.505996,-0.450139,0.651592,-0.705165,0.785325,-0.869290,0.266831,-0.942314,0.386330,-1.296011,0.452191,-1.506752,0.505371,-1.706456,0.075504,-0.997146,0.047150,-1.434969,0.032939,-1.684804,0.017619,-1.913388,-0.092609,-0.937332,-0.200460,-1.321033,-0.249927,-1.569031,-0.287758,-1.794759,-0.239034,-0.792642,-0.410903,-1.041249,-0.525550,-1.195893,-0.624112,-1.356345
0,0.000000,0.000000,0.293487,-0.164337,0.513706,-0.462155,0.667059,-0.710498,0.800610,-0.865877,0.267011,-0.941392,0.386370,-1.296541,0.453197,-1.509596,0.507406,-1.710240,0.075438,-0.997150,0.049667,-1.436258,0.034920,-1.684243,0.019873,-1.910451,-0.093596,-0.941081,-0.200225,-1.322021,-0.251070,-1.570552,-0.289168,-1.797002,-0.241091,-0.799838,-0.414426,-1.041754,-0.530368,-1.193443,-0.631660,-1.352135
0,0.000000,0.000000,0.289140,-0.166961,0.511148,-0.458305,0.668397,-0.698856,0.796380,-0.856113,0.264855,-0.943929,0.382895,-1.301178,0.451579,-1.513383,0.507880,-1.710844,0.075514,-0.997145,0.048306,-1.435199,0.033025,-1.680822,0.017392,-1.901993,-0.091693,-0.938473,-0.197215,-1.317463,-0.248909,-1.563286,-0.288577,-1.787680,-0.236731,-0.794752,-0.408594,-1.036778,-0.524719,-1.189429,-0.626630,-1.349696
0,0.000000,0.000000,0.283526,-0.157288,0.508334,-0.443884,0.669138,-0.680476,0.803943,-0.831321,0.274122,-0.937794,0.399768,-1.280075,0.469581,-1.485787,0.525112,-1.675383,0.086873,-0.996219,0.063747,-1.428814,0.047122,-1.672194,0.030842,-1.886850,-0.079548,-0.941902,-0.180429,-1.318816,-0.229159,-1.560112,-0.265362,-1.776636,-0.224133,-0.803630,-0.389801,-1.045542,-0.499791,-1.199151,-0.595957,-1.357723
0,0.000000,0.000000,0.292637,-0.148051,0.525567,-0.427307,0.691782,-0.657343,0.836472,-0.791039,0.305611,-0.927871,0.438554,-1.272827,0.513058,-1.478188,0.574169,-1.666069,0.116559,-0.993184,0.102339,-1.423688,0.091461,-1.663279,0.083508,-1.875739,-0.053055,-0.946124,-0.140681,-1.328856,-0.183414,-1.568648,-0.212460,-1.780174,-0.203181,-0.815128,-0.363406,-1.064278,-0.470070,-1.216441,-0.560509,-1.369851
0,0.000000,0.000000,0.299860,-0.129007,0.539963,-0.393031,0.711507,-0.612952,0.862816,-0.741235,0.329079,-0.917173,0.471912,-1.262519,0.552577,-1.465728,0.618752,-1.649709,0.139890,-0.990167,0.137122,-1.425123,0.132555,-1.669798,0.128965,-1.884567,-0.030792,-0.949979,-0.111474,-1.341188,-0.149747,-1.585549,-0.175182,-1.798202,-0.183265,-0.825692,-0.336836,-1.087034,-0.440854,-1.252676,-0.529145,-1.417961
